gene_name,30ff778c-844b-4140-9025-7ab1938f10a9,3396edba-0d2a-4485-ad0a-5114b38c1abe,427a04c9-9b48-49de-8a47-2adc4e1dd32a,461fda5d-d6e6-4354-b035-c302cc43b03f,95668f0b-130d-44d4-94c0-ba7a4e7798e6,9dc09c86-c728-4bd9-b2b6-2d9962dad662,a58e2ae3-a236-4209-8292-70465216cb85,d2e2915c-125e-45c6-b7f3-6a815b3d2859,de5e449b-bc57-4836-89e4-73a3ba24abdf,fb32f0b1-4fb7-43d5-8091-dc13a1f6d9e8
PNRC1,4419.0,4409.0,7081.0,4365.0,3430.0,5509.0,3684.0,5151.0,2846.0,3502.0
PNRC2,3872.0,4452.0,4937.0,4644.0,7973.0,8370.0,2616.0,5833.0,3462.0,4388.0
PNRC2P1,44.0,46.0,2.0,42.0,5.0,1.0,26.0,63.0,1.0,117.0
POC1A,424.0,639.0,366.0,437.0,585.0,457.0,579.0,492.0,485.0,905.0
POC1B,1037.0,918.0,622.0,2027.0,1947.0,1245.0,854.0,835.0,1342.0,933.0
POC1B-AS1,65.0,63.0,66.0,112.0,163.0,129.0,36.0,112.0,135.0,123.0
POC1B-GALNT4,10.0,7.0,11.0,28.0,15.0,5.0,0.0,5.0,9.0,14.0
POC5,451.0,647.0,361.0,1336.0,1127.0,1169.0,500.0,811.0,983.0,787.0
PODN,2768.0,4846.0,4146.0,2847.0,1003.0,2518.0,2202.0,7943.0,4021.0,4538.0
PODNL1,482.0,854.0,1123.0,1259.0,301.0,357.0,564.0,1262.0,682.0,760.0
PODXL,9151.0,3146.0,12347.0,6075.0,4171.0,6285.0,6115.0,7141.0,15600.0,8737.0
PODXL2,311.0,226.0,4488.0,876.0,4196.0,4535.0,3236.0,4811.0,2629.0,3178.0
POF1B,82.0,222.0,59.0,3.0,68.0,164.0,871.0,381.0,2784.0,3350.0
POFUT1,4493.0,3563.0,11511.0,9988.0,7617.0,4136.0,3226.0,7794.0,5545.0,4651.0
POFUT2,1196.0,941.0,3180.0,974.0,1614.0,1631.0,1710.0,1968.0,1613.0,1696.0
POGK,3296.0,4033.0,7749.0,13922.0,4769.0,6454.0,7042.0,11219.0,5971.0,2602.0
POGLUT1,1117.0,926.0,1284.0,1352.0,1703.0,1414.0,722.0,1266.0,1480.0,961.0
POGLUT2,711.0,567.0,472.0,1040.0,262.0,326.0,514.0,804.0,568.0,769.0
POGLUT3,4481.0,2270.0,5299.0,3108.0,654.0,2125.0,2034.0,2139.0,3015.0,2748.0
POGZ,3323.0,3800.0,7737.0,9732.0,7043.0,10571.0,5167.0,11140.0,6494.0,4715.0
POLA1,1448.0,1353.0,1392.0,2050.0,1851.0,1719.0,1047.0,1491.0,2687.0,1756.0
POLA2,243.0,257.0,324.0,229.0,435.0,619.0,128.0,256.0,252.0,327.0
POLB,698.0,1579.0,1422.0,1524.0,4529.0,1579.0,636.0,3200.0,1915.0,1950.0
POLD1,1147.0,1041.0,881.0,443.0,1816.0,740.0,836.0,1364.0,2306.0,867.0
POLD2,3064.0,7984.0,5707.0,3380.0,8585.0,3705.0,3848.0,4648.0,5140.0,18840.0
POLD2P1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
POLD3,1462.0,1770.0,2229.0,1807.0,1788.0,807.0,1053.0,1788.0,2254.0,1440.0
POLD4,477.0,1052.0,602.0,232.0,878.0,389.0,191.0,408.0,354.0,461.0
POLDIP2,5521.0,3292.0,4002.0,9795.0,8970.0,6797.0,17047.0,7280.0,6942.0,5227.0
POLDIP3,4526.0,3155.0,17821.0,6864.0,9137.0,2324.0,5277.0,8087.0,7180.0,3518.0
POLE,1623.0,2669.0,1668.0,3679.0,2872.0,5522.0,2030.0,3218.0,5152.0,3512.0
POLE2,274.0,337.0,123.0,1650.0,519.0,1228.0,188.0,278.0,548.0,716.0
POLE3,3815.0,4265.0,3563.0,8693.0,4394.0,3436.0,2296.0,4142.0,4144.0,4887.0
POLE4,1130.0,1822.0,1498.0,736.0,2748.0,1846.0,674.0,2853.0,1969.0,2094.0
POLG,2453.0,1983.0,7620.0,1480.0,3677.0,1575.0,2520.0,3864.0,4032.0,1836.0
POLG2,327.0,280.0,582.0,912.0,750.0,1714.0,312.0,651.0,948.0,386.0
POLH,1404.0,1681.0,3243.0,2911.0,1999.0,2242.0,1408.0,2325.0,2982.0,1158.0
POLH-AS1,23.0,37.0,13.0,63.0,34.0,204.0,11.0,25.0,43.0,32.0
POLHP1,0.0,2.0,2.0,0.0,0.0,4.0,0.0,1.0,1.0,5.0
POLI,1088.0,1217.0,1053.0,3135.0,2610.0,2838.0,864.0,2776.0,1987.0,1563.0
POLK,1054.0,976.0,775.0,1700.0,985.0,721.0,1003.0,1109.0,1462.0,1068.0
POLL,936.0,1232.0,995.0,863.0,2725.0,1011.0,552.0,1279.0,1009.0,1022.0
POLM,750.0,1436.0,1459.0,1242.0,2215.0,1722.0,845.0,1993.0,1275.0,4388.0
POLN,21.0,34.0,132.0,16.0,110.0,409.0,61.0,81.0,44.0,20.0
POLQ,332.0,354.0,634.0,733.0,165.0,620.0,368.0,100.0,991.0,411.0
POLR1A,3351.0,2455.0,4689.0,6042.0,4955.0,3136.0,3497.0,5192.0,5939.0,4302.0
POLR1B,1518.0,1164.0,1631.0,3900.0,2893.0,1990.0,2736.0,2250.0,3463.0,1399.0
POLR1C,691.0,899.0,1044.0,901.0,1607.0,2360.0,1087.0,1084.0,995.0,1000.0
POLR1D,4068.0,3127.0,4733.0,3996.0,5834.0,4858.0,2919.0,4256.0,4536.0,9799.0
POLR1E,1298.0,1172.0,1494.0,1194.0,2075.0,821.0,690.0,1275.0,1287.0,1023.0
POLR1F,1184.0,1473.0,1953.0,2716.0,1004.0,1359.0,1077.0,1679.0,1515.0,1962.0
POLR1G,157.0,359.0,321.0,418.0,233.0,505.0,198.0,383.0,456.0,285.0
POLR1H,367.0,546.0,547.0,395.0,1011.0,1453.0,242.0,557.0,394.0,485.0
POLR2A,11822.0,9428.0,10332.0,18497.0,19300.0,9722.0,11790.0,28263.0,15786.0,9142.0
POLR2B,5397.0,3889.0,8039.0,11389.0,6403.0,4448.0,8657.0,5813.0,8101.0,4500.0
POLR2C,2467.0,3848.0,5355.0,2545.0,4776.0,4564.0,2221.0,2467.0,3953.0,4650.0
POLR2CP1,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,8.0
POLR2D,1617.0,1591.0,1724.0,2793.0,2315.0,2108.0,1524.0,2017.0,3015.0,2444.0
POLR2DP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POLR2DP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POLR2E,6534.0,6279.0,6838.0,2576.0,11926.0,5136.0,2402.0,7659.0,7522.0,4620.0
POLR2F,1117.0,916.0,3919.0,405.0,2344.0,2483.0,832.0,1668.0,2211.0,1830.0
POLR2G,2602.0,3546.0,2376.0,2335.0,4780.0,11222.0,1541.0,3884.0,3170.0,4080.0
POLR2H,1334.0,2281.0,1037.0,4081.0,4611.0,4924.0,1381.0,2517.0,2059.0,3644.0
POLR2I,84.0,215.0,231.0,68.0,451.0,380.0,115.0,178.0,223.0,162.0
POLR2J,1050.0,1993.0,1725.0,1031.0,2470.0,4696.0,711.0,1653.0,1740.0,1798.0
POLR2J2,12.0,6.0,3.0,19.0,7.0,26.0,6.0,5.0,15.0,19.0
POLR2J3,11.5,21.5,26.5,49.0,37.5,48.5,9.5,27.5,51.5,11.5
POLR2J4,69.5,55.5,120.0,80.5,151.0,228.5,70.0,117.5,84.5,129.0
POLR2K,1887.0,2129.0,3181.0,2199.0,5415.0,5348.0,2576.0,2496.0,4375.0,5538.0
POLR2KP1,2.0,1.0,2.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0
POLR2KP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POLR2L,3763.0,6077.0,3709.0,781.0,9283.0,6582.0,2325.0,6303.0,2102.0,2416.0
POLR2LP1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
POLR2M,1223.0,1269.0,1269.0,1932.0,1462.0,1860.0,832.0,2052.0,1225.0,1112.0
POLR3A,1480.0,1296.0,3123.0,2862.0,2601.0,945.0,1879.0,1903.0,2896.0,2311.0
POLR3B,666.0,640.0,948.0,1199.0,753.0,490.0,729.0,886.0,951.0,738.0
POLR3C,1641.0,1532.0,2634.0,1944.0,2479.0,2623.0,1793.0,3475.0,2485.0,1218.0
POLR3D,1347.0,1286.0,1807.0,1071.0,1177.0,1085.0,1161.0,1467.0,1549.0,1066.0
POLR3DP1,1.0,1.0,1.0,0.0,0.0,1.0,3.0,0.0,2.0,10.0
POLR3E,1462.0,1382.0,1670.0,2448.0,5566.0,3450.0,1121.0,2975.0,2434.0,1906.0
POLR3F,564.0,582.0,423.0,1260.0,895.0,1049.0,454.0,880.0,1294.0,823.0
POLR3G,177.0,117.0,455.0,164.0,101.0,179.0,167.0,83.0,158.0,226.0
POLR3GL,830.0,557.0,822.0,501.0,953.0,940.0,466.0,1183.0,626.0,752.0
POLR3GP1,0.0,1.0,0.0,26.0,0.0,8.0,33.0,1.0,0.0,0.0
POLR3GP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
POLR3H,1105.0,706.0,2482.0,926.0,2353.0,920.0,2577.0,1673.0,1391.0,1004.0
POLR3K,711.0,587.0,1108.0,1544.0,2203.0,2503.0,424.0,1908.0,1072.0,4916.0
POLR3KP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POLR3KP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POLRMT,1631.0,1713.0,1756.0,719.0,4831.0,1935.0,891.0,3624.0,3878.0,1601.0
POLRMTP1,3.0,33.0,71.0,35.0,12.0,66.0,29.0,56.0,18.0,35.0
POM121,1735.0,843.0,2833.0,2208.0,2253.0,896.0,8917.0,2122.0,2834.0,662.0
POM121B,16.0,7.0,22.0,55.0,43.0,15.0,95.0,36.0,8.0,2.0
POM121C,1612.0,1654.0,2893.0,2905.0,2698.0,2460.0,3061.0,2857.0,2883.0,1214.0
POM121L10P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POM121L12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POM121L13P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POM121L14P,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0
POM121L1P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POM121L2,0.0,0.0,8.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0
POM121L3P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POM121L4P,2.0,0.0,1.0,0.0,10.0,3.0,10.0,0.0,0.0,0.0
POM121L6P,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0
POM121L7P,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
POM121L8P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POM121L9P,35.0,17.0,39.0,6.0,46.0,172.0,39.0,32.0,26.0,24.0
POMC,62.0,7.0,26.0,8.0,58.0,55.0,11.0,20.0,21.0,47.0
POMGNT1,2465.0,4081.0,4283.0,3936.0,9002.0,6580.0,2621.0,6385.0,8231.0,2555.0
POMGNT2,1014.0,1359.0,989.0,627.0,2496.0,1316.0,867.0,2111.0,2070.0,1105.0
POMK,1762.0,2538.0,3666.0,2276.0,4715.0,1882.0,1740.0,1883.0,4031.0,2091.0
POMP,5346.0,3016.0,4501.0,5490.0,3777.0,7946.0,4737.0,4932.0,5166.0,25213.0
POMPP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POMT1,888.0,1297.0,908.0,1441.0,2830.0,1845.0,1215.0,1762.0,2014.0,1388.0
POMT2,1142.0,999.0,1521.0,2379.0,3371.0,1282.0,886.0,2219.0,2156.0,1044.0
POMZP3,216.0,164.0,259.0,564.0,797.0,371.0,682.0,268.0,96.0,50.0
PON1,2.0,3.0,7.0,0.0,5.0,116.0,29.0,34.0,4.0,0.0
PON2,2636.0,3180.0,6617.0,8101.0,3983.0,6170.0,3998.0,3998.0,3630.0,2963.0
PON3,185.0,14.0,221.0,70.0,85.0,191.0,471.0,1728.0,415.0,137.0
POP1,632.0,299.0,1971.0,1150.0,634.0,501.0,704.0,460.0,1863.0,554.0
POP4,1536.0,1358.0,1511.0,1605.0,2100.0,2110.0,1514.0,2465.0,2232.0,1279.0
POP5,606.0,791.0,1064.0,468.0,1390.0,1466.0,793.0,976.0,579.0,1332.0
POP7,905.0,1399.0,1170.0,800.0,1969.0,2642.0,788.0,1573.0,1419.0,5480.0
POPDC2,176.0,91.0,89.0,133.0,268.0,701.0,142.0,197.0,282.0,170.0
POPDC3,49.0,6.0,585.0,0.0,12.0,2.0,2.0,7.0,5.0,18.0
POR,5453.0,4091.0,4193.0,2212.0,6174.0,4720.0,13554.0,5886.0,6223.0,2530.0
PORCN,490.0,483.0,695.0,591.0,780.0,339.0,434.0,797.0,459.0,560.0
POSTN,115034.0,114066.0,169999.0,168447.0,5116.0,13100.0,43650.0,134699.0,205017.0,152133.0
POT1,1457.0,971.0,2133.0,3343.0,1783.0,1068.0,849.0,2522.0,2606.0,1758.0
POT1-AS1,33.0,56.0,63.0,111.0,28.0,51.0,53.0,62.0,37.0,101.0
POTEA,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
POTEB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POTEB2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POTEB3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
POTEC,0.0,1.0,0.0,332.0,0.0,1.0,1.0,3.0,678.0,8.0
POTED,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,6.0,0.0
POTEE,1.0,2.0,17.0,11.0,9.0,8.0,1.0,2.0,9.0,19.0
POTEF,1.0,5.0,32.0,14.0,2.0,17.0,2.0,4.0,3.0,48.0
POTEF-AS1,0.0,6.0,0.0,0.0,4.0,0.0,0.0,4.0,1.0,0.0
POTEG,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
POTEH,0.0,1.0,0.0,0.0,6.0,16.0,0.0,10.0,5.0,2.0
POTEH-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POTEI,1.0,29.0,3.0,60.0,48.0,111.0,1.0,22.0,21.0,1.0
POTEJ,0.0,8.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,0.0
POTEKP,1.0,268.0,6.0,213.0,811.0,2492.0,1.0,544.0,982.0,1034.0
POTEM,1.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,3.0
POU1F1,1.0,0.0,4.0,0.0,11.0,2.0,0.0,0.0,2.0,0.0
POU2AF1,95.0,31.0,170.0,70.0,199.0,1379.0,1607.0,276.0,32.0,1209.0
POU2F1,1527.0,1256.0,2597.0,4237.0,1831.0,2787.0,1835.0,1922.0,2935.0,2577.0
POU2F2,1797.0,269.0,598.0,133.0,115.0,1055.0,915.0,683.0,231.0,918.0
POU2F3,152.0,126.0,957.0,401.0,446.0,211.0,594.0,238.0,144.0,339.0
POU3F1,6.0,6.0,40.0,21.0,4.0,17.0,32.0,55.0,8.0,7.0
POU3F2,4.0,2.0,10.0,7.0,1.0,29.0,0.0,3.0,0.0,0.0
POU3F3,0.0,7.0,5.0,0.0,0.0,6.0,2.0,3.0,4.0,0.0
POU3F4,0.0,0.0,3.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0
POU4F1,1.0,0.0,220.0,0.0,2.0,0.0,0.0,0.0,0.0,211.0
POU4F2,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
POU4F3,5.0,6.0,13.0,12.0,9.0,54.0,4.0,18.0,11.0,3.0
POU5F1,12.0,13.0,275.0,4.0,15.0,21.0,14.0,9.0,57.0,28.0
POU5F1B,6.0,9.0,16.0,39.0,141.0,33.0,36.0,15.0,50.0,66.0
POU5F1P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POU5F1P3,13.0,10.0,6.0,0.0,6.0,13.0,3.0,7.0,7.0,0.0
POU5F1P4,3.0,3.0,1.0,0.0,1.0,6.0,1.0,3.0,1.0,0.0
POU5F1P5,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0
POU5F1P6,2.0,2.0,12.0,26.0,2.0,9.0,0.0,3.0,3.0,13.0
POU5F1P7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POU5F2,1.0,4.0,6.0,19.0,2.0,15.0,3.0,5.0,1.0,22.0
POU6F1,487.0,644.0,437.0,330.0,836.0,551.0,214.0,612.0,519.0,341.0
POU6F2,6.0,4.0,7.0,28.0,0.0,6.0,1.0,0.0,4.0,0.0
POU6F2-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POU6F2-AS2,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0
PP12613,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
PP2672,1.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
PP2D1,19.0,7.0,26.0,8.0,17.0,31.0,24.0,9.0,24.0,19.0
PP7080,5.0,9.0,5.0,0.0,12.0,20.0,5.0,9.0,18.0,10.0
PPA1,6442.0,10150.0,4374.0,7943.0,10024.0,9563.0,8342.0,5605.0,6101.0,15585.0
PPA2,2398.0,3100.0,2110.0,3541.0,5962.0,2790.0,2578.0,2945.0,3099.0,3046.0
PPAN,84.0,155.0,139.0,58.0,463.0,136.0,199.0,299.0,415.0,98.0
PPAN-P2RY11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
PPARA,1360.0,308.0,4786.0,645.0,747.0,454.0,526.0,730.0,863.0,683.0
PPARD,2394.0,2438.0,5513.0,2695.0,2103.0,2410.0,2867.0,2582.0,3185.0,2116.0
PPARG,1896.0,489.0,122.0,145.0,320.0,503.0,551.0,412.0,544.0,233.0
PPARGC1A,34.0,51.0,668.0,59.0,168.0,96.0,221.0,55.0,19.0,61.0
PPARGC1B,644.0,78.0,325.0,224.0,145.0,198.0,553.0,439.0,285.0,182.0
PPAT,767.0,1271.0,935.0,2266.0,1118.0,1727.0,617.0,1010.0,1432.0,951.0
PPATP1,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
PPATP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPBP,9.0,0.0,2.0,0.0,2.0,4.0,0.0,1.0,3.0,0.0
PPBPP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPBPP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPCDC,414.0,455.0,871.0,342.0,1108.0,978.0,387.0,849.0,785.0,659.0
PPCS,2621.0,3206.0,4381.0,4201.0,5648.0,7174.0,2762.0,4460.0,3910.0,12655.0
PPDPF,5032.0,22435.0,12544.0,5987.0,34471.0,30063.0,11997.0,16707.0,8456.0,16095.0
PPDPFL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPEF1,17.0,411.0,234.0,399.0,60.0,123.0,292.0,243.0,312.0,607.0
PPEF1-AS1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
PPEF2,2.0,0.0,0.0,0.0,5.0,4.0,11.0,0.0,1.0,0.0
PPFIA1,2570.0,3693.0,11291.0,4389.0,3039.0,10331.0,2662.0,3613.0,4151.0,3982.0
PPFIA1P1,0.0,0.0,4.0,0.0,1.0,0.0,2.0,1.0,0.0,4.0
PPFIA2,59.0,73.0,55.0,147.0,14.0,25.0,45.0,94.0,57.0,177.0
PPFIA2-AS1,2.0,0.0,1.0,0.0,1.0,4.0,2.0,5.0,3.0,41.0
PPFIA3,226.0,333.0,564.0,274.0,1285.0,638.0,730.0,1305.0,651.0,375.0
PPFIA4,34.0,62.0,305.0,394.0,212.0,570.0,166.0,53.0,88.0,304.0
PPFIBP1,4500.0,3647.0,17143.0,9145.0,1921.0,2207.0,3165.0,3756.0,4499.0,5759.0
PPFIBP2,1096.0,2242.0,1182.0,2500.0,2987.0,2989.0,3683.0,2937.0,2159.0,1827.0
PPHLN1,1938.0,2285.0,1713.0,4331.0,2685.0,4930.0,1836.0,3720.0,3365.0,3617.0
PPIA,16508.0,24627.0,20518.0,15554.0,24720.0,41998.0,17213.0,15951.0,22955.0,22284.0
PPIAL4A,2.0,0.0,2.0,0.0,1.0,2.0,0.0,4.0,1.0,0.0
PPIAL4C,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
PPIAL4D,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
PPIAL4E,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0
PPIAL4F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPIAL4G,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0
PPIAL4H,0.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,5.0
PPIAP1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
PPIAP10,0.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0
PPIAP11,17.0,20.0,9.0,26.0,32.0,25.0,5.0,45.0,20.0,44.0
PPIAP13,1.0,2.0,1.0,1.0,7.0,4.0,1.0,3.0,2.0,1.0
PPIAP14,2.0,5.0,1.0,1.0,7.0,5.0,2.0,1.0,6.0,2.0
PPIAP15,0.0,0.0,1.0,0.0,3.0,0.0,2.0,3.0,1.0,1.0
PPIAP16,2.0,2.0,3.0,0.0,2.0,5.0,3.0,0.0,3.0,3.0
PPIAP17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPIAP19,0.0,3.0,1.0,2.0,4.0,5.0,0.0,2.0,3.0,2.0
PPIAP2,1.0,0.0,1.0,0.0,3.0,3.0,1.0,5.0,1.0,7.0
PPIAP20,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0
PPIAP21,1.0,6.0,16.0,1.0,7.0,0.0,2.0,7.0,2.0,7.0
PPIAP22,1486.0,2121.0,1671.0,1160.0,1757.0,2223.0,1352.0,1074.0,2173.0,1872.0
PPIAP23,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,1.0,0.0
PPIAP24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPIAP25,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
PPIAP26,0.0,2.0,4.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0
PPIAP27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
PPIAP28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
PPIAP29,20.0,48.0,61.0,10.0,48.0,877.0,16.0,22.0,27.0,33.0
PPIAP3,1.0,1.0,4.0,8.0,4.0,4.0,3.0,2.0,1.0,20.0
PPIAP30,0.0,2.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0
PPIAP31,9.0,28.0,10.0,6.0,18.0,22.0,2.0,8.0,16.0,14.0
PPIAP32,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
PPIAP33,1.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0
PPIAP34,0.0,1.0,6.0,0.0,1.0,5.0,1.0,0.0,1.0,1.0
PPIAP35,2.0,3.0,4.0,0.0,4.0,5.0,3.0,2.0,3.0,2.0
PPIAP36,1.0,2.0,2.0,0.0,1.0,5.0,1.0,0.0,2.0,0.0
PPIAP37,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
PPIAP38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
PPIAP39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPIAP4,1.0,4.0,5.0,6.0,20.0,9.0,3.0,7.0,5.0,3.0
PPIAP40,1.0,4.0,6.0,1.0,0.0,11.0,7.0,1.0,1.0,0.0
PPIAP41,3.0,2.0,6.0,0.0,0.0,8.0,0.0,5.0,6.0,14.0
PPIAP42,2.0,0.0,4.0,1.0,5.0,9.0,4.0,1.0,2.0,19.0
PPIAP43,0.0,0.0,3.0,0.0,4.0,1.0,0.0,1.0,2.0,3.0
PPIAP44,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
PPIAP45,0.0,2.0,1.0,15.0,5.0,1.0,9.0,0.0,0.0,0.0
PPIAP46,5.0,1.0,1.0,0.0,5.0,3.0,2.0,2.0,3.0,1.0
PPIAP47,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
PPIAP48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPIAP49,0.0,0.0,2.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0
PPIAP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPIAP50,1.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,1.0,0.0
PPIAP51,0.0,3.0,1.0,1.0,5.0,6.0,1.0,1.0,2.0,2.0
PPIAP52,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
PPIAP53,6.0,6.0,14.0,1.0,14.0,16.0,13.0,7.0,14.0,17.0
PPIAP54,4.0,0.0,2.0,17.0,9.0,6.0,1.0,0.0,19.0,2.0
PPIAP55,3.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0
PPIAP56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPIAP57,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
PPIAP58,0.0,6.0,4.0,8.0,3.0,0.0,0.0,0.0,2.0,3.0
PPIAP59,1.0,1.0,21.0,0.0,1.0,2.0,63.0,0.0,1.0,2.0
PPIAP6,9.0,10.0,5.0,12.0,13.0,4.0,3.0,2.0,6.0,30.0
PPIAP60,2.0,0.0,1.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0
PPIAP62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPIAP63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPIAP64,0.0,0.0,1.0,0.0,3.0,2.0,0.0,1.0,1.0,0.0
PPIAP65,0.0,0.0,0.0,0.0,5.0,2.0,2.0,2.0,1.0,0.0
PPIAP66,0.0,0.0,1.0,0.0,4.0,1.0,1.0,3.0,2.0,1.0
PPIAP67,0.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,4.0,4.0
PPIAP68,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
PPIAP69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPIAP7,1.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
PPIAP70,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
